ServiceID,ServiceName,Duration,Cost,Type,CompanyID
310,Horizontal homogeneous hardware,35,105.65,Massage Therapy,55
311,Synergistic multimedia array,90,158.54,Massage Therapy,44
312,Compatible coherent complexity,36,182.99,Massage Therapy,42
313,Polarized bifurcated circuit,61,65.0,Massage Therapy,52
314,Sharable multimedia instruction set,34,38.87,Massage Therapy,43
315,Compatible 3rdgeneration firmware,56,105.95,Massage Therapy,42
316,Fully-configurable incremental pricing structure,50,34.68,Massage Therapy,41
317,Realigned intermediate collaboration,38,21.96,Massage Therapy,57
318,Compatible national budgetary management,55,125.27,Massage Therapy,49
319,Monitored maximized middleware,84,140.72,Massage Therapy,39
320,Cross-platform mobile service-desk,69,158.41,Massage Therapy,53
321,Re-contextualized coherent framework,64,148.58,Massage Therapy,32
322,Open-source reciprocal encryption,34,43.5,Massage Therapy,38
323,Enhanced bi-directional intranet,101,44.22,Massage Therapy,46
324,Optional client-driven implementation,42,119.35,Massage Therapy,57
325,Future-proofed high-level Internet solution,33,196.32,Massage Therapy,55
326,Programmable incremental software,101,118.55,Massage Therapy,47
327,User-centric next generation artificial intelligence,89,171.69,Massage Therapy,37
328,Multi-tiered real-time extranet,109,163.45,Massage Therapy,32
329,Enhanced full-range info-mediaries,66,40.09,Massage Therapy,52
330,Balanced local initiative,70,174.27,Massage Therapy,45
331,Fundamental bifurcated secured line,97,18.1,Massage Therapy,39
332,Decentralized high-level methodology,99,53.06,Massage Therapy,34
333,Public-key leadingedge open architecture,62,149.41,Massage Therapy,36
334,Fundamental dynamic focus group,49,107.55,Massage Therapy,60
335,Multi-channeled optimal artificial intelligence,55,80.5,Massage Therapy,45
336,Persevering background installation,86,60.6,Massage Therapy,36
337,Grass-roots composite extranet,88,24.69,Massage Therapy,55
338,Object-based 6thgeneration matrices,45,39.28,Massage Therapy,42
339,Decentralized neutral algorithm,77,50.15,Massage Therapy,54
340,Synchronized attitude-oriented support,115,193.01,Massage Therapy,36
341,Diverse uniform encryption,83,22.17,Massage Therapy,47
342,Operative analyzing contingency,81,59.35,Massage Therapy,48
343,De-engineered dynamic collaboration,108,66.31,Massage Therapy,38
344,Grass-roots exuding Local Area Network,110,70.9,Massage Therapy,39
345,Cross-group bi-directional approach,113,58.3,Massage Therapy,34
346,Multi-lateral background interface,84,85.56,Massage Therapy,40
347,Persistent 24/7 database,73,82.43,Massage Therapy,38
348,Adaptive encompassing workforce,60,127.33,Massage Therapy,37
349,Advanced multi-tasking forecast,91,54.66,Massage Therapy,31
350,Seamless fresh-thinking help-desk,99,192.81,Massage Therapy,53
351,Adaptive didactic hub,52,188.63,Massage Therapy,35
352,Implemented static architecture,97,20.24,Massage Therapy,59
353,Polarized intangible software,61,189.52,Massage Therapy,55
354,Fundamental global adapter,112,81.63,Massage Therapy,58
355,Seamless didactic forecast,107,151.88,Massage Therapy,36
356,Down-sized multi-state implementation,112,109.19,Massage Therapy,53
357,Innovative zero administration project,86,157.0,Massage Therapy,38
358,Optional client-server ability,38,116.18,Massage Therapy,35
359,Compatible eco-centric service-desk,41,178.71,Massage Therapy,33
360,Up-sized value-added neural-net,100,121.07,Massage Therapy,47
361,Centralized optimizing complexity,31,25.22,Massage Therapy,31
362,Diverse non-volatile encryption,46,181.56,Massage Therapy,35
363,Front-line content-based process improvement,74,63.64,Massage Therapy,50
364,Polarized maximized installation,101,197.97,Massage Therapy,31
365,Right-sized bi-directional project,86,1.31,Massage Therapy,32
366,Multi-layered hybrid concept,63,117.92,Massage Therapy,55
367,Quality-focused exuding secured line,113,100.11,Massage Therapy,47
368,De-engineered high-level initiative,54,141.58,Massage Therapy,34
369,Grass-roots systematic secured line,52,16.42,Massage Therapy,57
370,Down-sized actuating task-force,32,178.19,Massage Therapy,52
371,Self-enabling analyzing system engine,63,63.21,Massage Therapy,49
372,Devolved uniform service-desk,105,155.18,Massage Therapy,43
373,Customer-focused bi-directional methodology,75,127.79,Massage Therapy,54
374,Team-oriented eco-centric strategy,85,14.7,Massage Therapy,31
375,Profound multi-tasking forecast,31,14.09,Massage Therapy,36
376,Re-contextualized object-oriented website,89,63.98,Massage Therapy,37
377,Fully-configurable scalable Graphic Interface,113,36.54,Massage Therapy,57
378,Object-based logistical utilization,109,93.41,Massage Therapy,50
379,Optimized stable matrices,53,151.26,Massage Therapy,57
380,Seamless even-keeled task-force,39,176.52,Massage Therapy,41
381,Cross-group mission-critical methodology,90,55.45,Massage Therapy,45
382,Profound grid-enabled interface,119,159.71,Massage Therapy,51
383,Cross-group motivating projection,100,187.16,Massage Therapy,31
384,Future-proofed 5thgeneration Graphical User Interface,39,117.18,Massage Therapy,38
385,Distributed tangible policy,32,53.22,Massage Therapy,53
386,Robust regional adapter,67,133.16,Massage Therapy,36
387,Grass-roots explicit monitoring,65,55.31,Massage Therapy,40
388,Total fresh-thinking adapter,102,141.08,Massage Therapy,45
389,Intuitive tertiary contingency,79,189.61,Massage Therapy,44
390,Phased leadingedge data-warehouse,55,36.8,Massage Therapy,42
391,Synergized systemic productivity,60,188.35,Massage Therapy,52
392,Monitored upward-trending product,73,111.08,Massage Therapy,35
393,Multi-channeled non-volatile extranet,119,3.48,Massage Therapy,44
394,Customizable real-time infrastructure,96,167.18,Massage Therapy,47
395,Proactive mission-critical hierarchy,119,24.55,Massage Therapy,31
396,Up-sized mobile superstructure,111,76.68,Massage Therapy,44
397,De-engineered multimedia product,68,140.69,Massage Therapy,48
398,Business-focused grid-enabled application,113,187.35,Massage Therapy,49
399,Grass-roots intangible help-desk,94,158.84,Massage Therapy,56
400,Total analyzing hub,110,140.65,Massage Therapy,44
401,Distributed bandwidth-monitored parallelism,86,158.54,Massage Therapy,32
402,Intuitive tangible circuit,96,85.11,Massage Therapy,48
403,Centralized reciprocal frame,85,9.58,Massage Therapy,50
404,Proactive 4thgeneration architecture,44,179.05,Massage Therapy,39
405,Triple-buffered bandwidth-monitored success,64,164.67,Massage Therapy,50
406,Reactive interactive leverage,83,79.66,Massage Therapy,40
407,Mandatory empowering groupware,91,172.51,Massage Therapy,54
408,Cross-group leadingedge instruction set,96,40.27,Massage Therapy,48
409,Persevering analyzing info-mediaries,65,168.47,Massage Therapy,57
410,Focused local info-mediaries,38,146.78,Massage Therapy,31
411,Function-based solution-oriented protocol,40,7.75,Massage Therapy,42
412,Up-sized intangible emulation,33,198.69,Massage Therapy,34
413,Face-to-face zero administration challenge,65,151.04,Massage Therapy,59
414,Team-oriented asynchronous superstructure,34,61.1,Massage Therapy,46
415,Secured 6thgeneration time-frame,78,76.55,Massage Therapy,58
416,Universal methodical matrices,98,104.03,Massage Therapy,36
417,Mandatory bi-directional paradigm,40,2.77,Massage Therapy,43
418,Robust zero administration middleware,77,45.51,Massage Therapy,55
419,Organic next generation firmware,85,95.7,Massage Therapy,49
420,Persevering needs-based challenge,30,181.95,Massage Therapy,36
421,Persevering discrete success,114,46.28,Massage Therapy,32
422,Optimized executive concept,40,98.91,Massage Therapy,32
423,Self-enabling 3rdgeneration projection,96,65.44,Massage Therapy,51
424,Cross-platform mobile knowledgebase,40,132.19,Massage Therapy,41
425,Total global installation,48,22.22,Massage Therapy,57
426,Re-contextualized stable support,83,174.42,Massage Therapy,39
427,Secured encompassing application,100,130.07,Massage Therapy,31
428,Grass-roots zero administration implementation,98,46.77,Massage Therapy,60
429,Total didactic strategy,42,165.29,Massage Therapy,60
430,Inverse scalable array,120,161.48,Massage Therapy,55
431,Ergonomic composite analyzer,88,52.78,Massage Therapy,57
432,Digitized user-facing support,66,102.08,Massage Therapy,58
433,Compatible dynamic challenge,99,12.17,Massage Therapy,56
434,Ameliorated value-added application,58,102.8,Massage Therapy,45
435,Assimilated 5thgeneration productivity,100,35.73,Massage Therapy,40
436,Virtual composite application,72,115.53,Massage Therapy,31
437,Down-sized bi-directional leverage,89,9.7,Massage Therapy,41
438,Devolved systematic framework,33,21.14,Massage Therapy,38
439,User-centric exuding array,37,105.97,Massage Therapy,57
440,User-friendly asynchronous definition,93,2.42,Massage Therapy,54
441,Future-proofed explicit projection,79,121.98,Massage Therapy,54
442,Upgradable static protocol,59,71.26,Massage Therapy,52
443,Object-based systemic encryption,112,59.56,Massage Therapy,52
